"Town/County","FIPS","Year","NAICS Code","Industry Name","Rank","Measure Type","Variable","Value"
"Winchester","0900586440",2015,"","Total Government",-1,"Number","Number of Employers",19
"Winchester","0900586440",2015,"","Local/Municipal Government",1,"Number","Annual Average Employment",465.5
"Winchester","0900586440",2015,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",50714.5
"Winchester","0900586440",2015,"","Local/Municipal Government",1,"Number","Number of Employers",15
"Winchester","0900586440",2015,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",336.67
"Winchester","0900586440",2015,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",35916.2
"Winchester","0900586440",2015,"62","Health Care and Social Assistance",2,"Number","Number of Employers",35
"Winchester","0900586440",2015,"","State Government",3,"Number","Annual Average Employment",248
"Winchester","0900586440",2015,"","State Government",3,"US Dollars","Annual Average Wage",45390.8
"Winchester","0900586440",2015,"","State Government",3,"Number","Number of Employers",2
"Windham","0901586790",2014,"23","Construction",-1,"Number","Annual Average Employment",119.75
"Windham","0901586790",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",47664.2
"Windham","0901586790",2014,"23","Construction",-1,"Number","Number of Employers",32
"Windham","0901586790",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",646.08
"Windham","0901586790",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",64112.6
"Windham","0901586790",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",21
"Windham","0901586790",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",1665.67
"Windham","0901586790",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",27697.7
"Windham","0901586790",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",91
"Windham","0901586790",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",10755
"Windham","0901586790",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",39212.4
"Windham","0901586790",2014,"","Total - All Industries",-1,"Number","Number of Employers",540
"Windham","0901586790",2014,"","Total Government",-1,"Number","Annual Average Employment",3110.17
"Windham","0901586790",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",43808.6
"Windham","0901586790",2014,"","Total Government",-1,"Number","Number of Employers",36
"Windham","0901586790",2014,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",2473.33
"Windham","0901586790",2014,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",41666.9
"Windham","0901586790",2014,"62","Health Care and Social Assistance",1,"Number","Number of Employers",85
"Windham","0901586790",2014,"","State Government",2,"Number","Annual Average Employment",1957.33
"Windham","0901586790",2014,"","State Government",2,"US Dollars","Annual Average Wage",40980.3
"Windham","0901586790",2014,"","State Government",2,"Number","Number of Employers",10
"Windham","0901586790",2014,"","Local/Municipal Government",3,"Number","Annual Average Employment",1064.08
"Windham","0901586790",2014,"","Local/Municipal Government",3,"US Dollars","Annual Average Wage",47744.1
"Windham","0901586790",2014,"","Local/Municipal Government",3,"Number","Number of Employers",17
"Windham","0901586790",2015,"23","Construction",-1,"Number","Annual Average Employment",129.42
"Windham","0901586790",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",46727.4
"Windham","0901586790",2015,"23","Construction",-1,"Number","Number of Employers",33
"Windham","0901586790",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",661.83
"Windham","0901586790",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",62075.9
"Windham","0901586790",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",20
"Windham","0901586790",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",1683.75
"Windham","0901586790",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",29066.2
"Windham","0901586790",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",88
"Windham","0901586790",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",10773.6
"Windham","0901586790",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",39406.6
"Windham","0901586790",2015,"","Total - All Industries",-1,"Number","Number of Employers",552
"Windham","0901586790",2015,"","Total Government",-1,"Number","Annual Average Employment",3095.75
"Windham","0901586790",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",44518.8
"Windham","0901586790",2015,"","Total Government",-1,"Number","Number of Employers",36
"Windham","0901586790",2015,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",2400.42
"Windham","0901586790",2015,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",41393
"Windham","0901586790",2015,"62","Health Care and Social Assistance",1,"Number","Number of Employers",86
"Windham","0901586790",2015,"","State Government",2,"Number","Annual Average Employment",1972
"Windham","0901586790",2015,"","State Government",2,"US Dollars","Annual Average Wage",41528.7
"Windham","0901586790",2015,"","State Government",2,"Number","Number of Employers",10
"Windham","0901586790",2015,"","Local/Municipal Government",3,"Number","Annual Average Employment",1038.17
"Windham","0901586790",2015,"","Local/Municipal Government",3,"US Dollars","Annual Average Wage",48858.9
"Windham","0901586790",2015,"","Local/Municipal Government",3,"Number","Number of Employers",17
"Windham County","09015",2014,"","All Industries",-1,"Number","Annual Average Employment",39680
"Windham County","09015",2014,"","All Industries",-1,"US Dollars","Annual Average Wage",40487
"Windham County","09015",2014,"","All Industries",-1,"Number","Number of Employers",2693
"Windham County","09015",2014,"23","Construction",-1,"Number","Annual Average Employment",563
"Windham County","09015",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",44433.5
"Windham County","09015",2014,"23","Construction",-1,"Number","Number of Employers",274
"Windham County","09015",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",6105
"Windham County","09015",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",56720
"Windham County","09015",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",179
"Windham County","09015",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",5234
"Windham County","09015",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",27820
"Windham County","09015",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",356
"Windham County","09015",2014,"","Total Government",-1,"Number","Annual Average Employment",7525
"Windham County","09015",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",44495.2
"Windham County","09015",2014,"","Total Government",-1,"Number","Number of Employers",222
"Windham County","09015",2014,"","Total Private",1,"Number","Annual Average Employment",32155
"Windham County","09015",2014,"","Total Private",1,"US Dollars","Annual Average Wage",39548
"Windham County","09015",2014,"","Total Private",1,"Number","Number of Employers",2471
"Windham County","09015",2014,"","Local/Municipal Government",2,"Number","Annual Average Employment",4395
"Windham County","09015",2014,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",43127
"Windham County","09015",2014,"","Local/Municipal Government",2,"Number","Number of Employers",141
"Windham County","09015",2014,"","State Government",3,"Number","Annual Average Employment",2863
"Windham County","09015",2014,"","State Government",3,"US Dollars","Annual Average Wage",45850
"Windham County","09015",2014,"","State Government",3,"Number","Number of Employers",36
"Windham County","09015",2015,"","All Industries",-1,"Number","Annual Average Employment",39379
"Windham County","09015",2015,"","All Industries",-1,"US Dollars","Annual Average Wage",42162
"Windham County","09015",2015,"","All Industries",-1,"Number","Number of Employers",2740
"Windham County","09015",2015,"23","Construction",-1,"Number","Annual Average Employment",550.5
"Windham County","09015",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",46243
"Windham County","09015",2015,"23","Construction",-1,"Number","Number of Employers",270
"Windham County","09015",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",6149
"Windham County","09015",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",58081
"Windham County","09015",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",177
"Windham County","09015",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",5195
"Windham County","09015",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",29175
"Windham County","09015",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",349
"Windham County","09015",2015,"","Total Government",-1,"Number","Annual Average Employment",7454
"Windham County","09015",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",45616.8
"Windham County","09015",2015,"","Total Government",-1,"Number","Number of Employers",221
"Windham County","09015",2015,"","Total Private",1,"Number","Annual Average Employment",31925
"Windham County","09015",2015,"","Total Private",1,"US Dollars","Annual Average Wage",41355
"Windham County","09015",2015,"","Total Private",1,"Number","Number of Employers",2519
"Windham County","09015",2015,"","Local/Municipal Government",2,"Number","Annual Average Employment",4305
"Windham County","09015",2015,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",43931
"Windham County","09015",2015,"","Local/Municipal Government",2,"Number","Number of Employers",141
"Windham County","09015",2015,"","State Government",3,"Number","Annual Average Employment",2880
"Windham County","09015",2015,"","State Government",3,"US Dollars","Annual Average Wage",47290
"Windham County","09015",2015,"","State Government",3,"Number","Number of Employers",36
"Windsor","0900387000",2014,"23","Construction",-1,"Number","Annual Average Employment",169.67
"Windsor","0900387000",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",48322.8
"Windsor","0900387000",2014,"23","Construction",-1,"Number","Number of Employers",48
"Windsor","0900387000",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",3703.92
"Windsor","0900387000",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",95602.8
"Windsor","0900387000",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",48
"Windsor","0900387000",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",940.67
"Windsor","0900387000",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",23961.1
"Windsor","0900387000",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",67
"Windsor","0900387000",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",23990.9
"Windsor","0900387000",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",73917.7
"Windsor","0900387000",2014,"","Total - All Industries",-1,"Number","Number of Employers",935
"Windsor","0900387000",2014,"","Total Government",-1,"Number","Annual Average Employment",1431.58
"Windsor","0900387000",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",61029.7
"Windsor","0900387000",2014,"","Total Government",-1,"Number","Number of Employers",35
"Windsor","0900387000",2014,"52","Finance and Insurance",1,"Number","Annual Average Employment",4936.33
"Windsor","0900387000",2014,"52","Finance and Insurance",1,"US Dollars","Annual Average Wage",96739.4
"Windsor","0900387000",2014,"52","Finance and Insurance",1,"Number","Number of Employers",77
"Windsor","0900387000",2014,"54","Professional, Scientific, and Technical Services",2,"Number","Annual Average Employment",2616.33
"Windsor","0900387000",2014,"54","Professional, Scientific, and Technical Services",2,"US Dollars","Annual Average Wage",103407
"Windsor","0900387000",2014,"54","Professional, Scientific, and Technical Services",2,"Number","Number of Employers",125
"Windsor","0900387000",2014,"56","Administrative and Waste Services",3,"Number","Annual Average Employment",1888.5
"Windsor","0900387000",2014,"56","Administrative and Waste Services",3,"US Dollars","Annual Average Wage",72283.8
"Windsor","0900387000",2014,"56","Administrative and Waste Services",3,"Number","Number of Employers",68
"Windsor","0900387000",2015,"23","Construction",-1,"Number","Annual Average Employment",108.92
"Windsor","0900387000",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",39635.5
"Windsor","0900387000",2015,"23","Construction",-1,"Number","Number of Employers",45
"Windsor","0900387000",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",3546.08
"Windsor","0900387000",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",95158.9
"Windsor","0900387000",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",52
"Windsor","0900387000",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",911.58
